lat,lon,velocity_mm_yr,region,infrastruktur_naehe
50.814936,6.544150,-6.7,Rheinisches-Revier,
50.814960,6.545284,-6.5,Rheinisches-Revier,
50.814984,6.546419,-6.9,Rheinisches-Revier,
50.815008,6.547553,-7.4,Rheinisches-Revier,
50.815079,6.550957,-7.9,Rheinisches-Revier,
50.815103,6.552092,-7.9,Rheinisches-Revier,
50.815127,6.553226,-7.9,Rheinisches-Revier,
50.815506,6.571379,-14.1,Rheinisches-Revier,
50.815530,6.572514,-14.6,Rheinisches-Revier,
50.815553,6.573648,-13.3,Rheinisches-Revier,
50.816023,6.596340,-12.4,Rheinisches-Revier,
50.816070,6.598609,-13.3,Rheinisches-Revier,
50.816094,6.599744,-13.7,Rheinisches-Revier,
50.816117,6.600879,-13.6,Rheinisches-Revier,
50.816187,6.604283,-16.2,Rheinisches-Revier,
50.816210,6.605417,-16.5,Rheinisches-Revier,
50.816904,6.639456,-13.5,Rheinisches-Revier,
50.817927,6.690518,-19.0,Rheinisches-Revier,
50.817949,6.691653,-19.1,Rheinisches-Revier,
50.817971,6.692787,-18.7,Rheinisches-Revier,
50.817994,6.693922,-18.3,Rheinisches-Revier,
50.818016,6.695057,-17.9,Rheinisches-Revier,
50.818039,6.696192,-18.0,Rheinisches-Revier,
50.818061,6.697326,-17.8,Rheinisches-Revier,
50.818084,6.698461,-17.6,Rheinisches-Revier,
50.818106,6.699596,-17.4,Rheinisches-Revier,
50.818128,6.700731,-17.4,Rheinisches-Revier,
50.818151,6.701865,-18.0,Rheinisches-Revier,
50.818173,6.703000,-17.6,Rheinisches-Revier,
50.818195,6.704135,-18.2,Rheinisches-Revier,
50.819364,6.764279,-13.2,Rheinisches-Revier,
50.819386,6.765413,-12.6,Rheinisches-Revier,
50.819689,6.781301,-8.0,Rheinisches-Revier,
50.819754,6.784706,-6.3,Rheinisches-Revier,
50.819926,6.793785,-3.1,Rheinisches-Revier,
50.820140,6.805133,-8.2,Rheinisches-Revier,
50.820161,6.806268,-7.8,Rheinisches-Revier,
50.820183,6.807403,-7.5,Rheinisches-Revier,
50.820204,6.808538,-5.5,Rheinisches-Revier,
50.820225,6.809673,-4.6,Rheinisches-Revier,
50.820247,6.810808,-3.9,Rheinisches-Revier,
50.820268,6.811943,-3.4,Rheinisches-Revier,
50.813385,6.438605,-4.5,Rheinisches-Revier,
50.813410,6.439740,-4.2,Rheinisches-Revier,
50.813435,6.440874,-4.4,Rheinisches-Revier,
50.813460,6.442008,-4.5,Rheinisches-Revier,
50.813484,6.443143,-4.5,Rheinisches-Revier,
50.813509,6.444277,-4.5,Rheinisches-Revier,
50.813534,6.445412,-4.2,Rheinisches-Revier,
50.813559,6.446546,-4.1,Rheinisches-Revier,
50.813584,6.447680,-4.6,Rheinisches-Revier,
50.813609,6.448815,-5.0,Rheinisches-Revier,
50.813633,6.449949,-5.1,Rheinisches-Revier,
50.813658,6.451084,-5.4,Rheinisches-Revier,
50.813683,6.452218,-5.1,Rheinisches-Revier,
50.813708,6.453353,-4.8,Rheinisches-Revier,
50.813733,6.454487,-4.6,Rheinisches-Revier,
50.813757,6.455621,-4.7,Rheinisches-Revier,
50.813782,6.456756,-4.5,Rheinisches-Revier,
50.813930,6.463563,-5.2,Rheinisches-Revier,
50.813955,6.464697,-5.5,Rheinisches-Revier,
50.813980,6.465831,-6.0,Rheinisches-Revier,
50.814004,6.466966,-6.0,Rheinisches-Revier,
50.814029,6.468100,-6.3,Rheinisches-Revier,
50.814054,6.469235,-7.6,Rheinisches-Revier,
50.814078,6.470369,-7.6,Rheinisches-Revier,
50.814103,6.471504,-7.9,Rheinisches-Revier,
50.814127,6.472638,-8.5,Rheinisches-Revier,
50.814152,6.473773,-8.4,Rheinisches-Revier,
50.814177,6.474907,-8.4,Rheinisches-Revier,
50.814201,6.476042,-9.8,Rheinisches-Revier,
50.814226,6.477176,-10.2,Rheinisches-Revier,
50.814250,6.478310,-10.8,Rheinisches-Revier,
50.814275,6.479445,-11.0,Rheinisches-Revier,
50.814299,6.480579,-11.1,Rheinisches-Revier,
50.814373,6.483983,-10.9,Rheinisches-Revier,
50.814397,6.485117,-10.3,Rheinisches-Revier,
50.814422,6.486252,-10.5,Rheinisches-Revier,
50.814446,6.487386,-10.1,Rheinisches-Revier,
50.814471,6.488521,-9.8,Rheinisches-Revier,
50.814495,6.489655,-9.5,Rheinisches-Revier,
50.814519,6.490790,-9.3,Rheinisches-Revier,
50.814544,6.491924,-9.2,Rheinisches-Revier,
50.814568,6.493059,-8.8,Rheinisches-Revier,
50.814593,6.494193,-8.9,Rheinisches-Revier,
50.814617,6.495328,-8.5,Rheinisches-Revier,
50.814641,6.496462,-8.3,Rheinisches-Revier,
50.814666,6.497597,-8.4,Rheinisches-Revier,
50.814690,6.498731,-8.7,Rheinisches-Revier,
50.814836,6.505538,-7.0,Rheinisches-Revier,
50.814860,6.506673,-7.2,Rheinisches-Revier,
50.814884,6.507807,-7.3,Rheinisches-Revier,
50.814909,6.508942,-7.7,Rheinisches-Revier,
50.814933,6.510076,-7.6,Rheinisches-Revier,
50.814957,6.511211,-8.6,Rheinisches-Revier,
50.814981,6.512345,-8.5,Rheinisches-Revier,
50.815607,6.541843,-5.8,Rheinisches-Revier,
50.815631,6.542978,-6.3,Rheinisches-Revier,
50.815655,6.544112,-6.2,Rheinisches-Revier,
50.815679,6.545247,-6.7,Rheinisches-Revier,
50.815702,6.546381,-7.2,Rheinisches-Revier,
50.815726,6.547516,-8.0,Rheinisches-Revier,
50.815750,6.548650,-9.7,Rheinisches-Revier,
50.816272,6.573611,-12.7,Rheinisches-Revier,
50.816296,6.574746,-12.6,Rheinisches-Revier,
50.816319,6.575880,-12.3,Rheinisches-Revier,
50.816929,6.605380,-16.9,Rheinisches-Revier,
50.817623,6.639420,-13.2,Rheinisches-Revier,
50.817646,6.640555,-14.4,Rheinisches-Revier,
50.817669,6.641690,-11.5,Rheinisches-Revier,
50.818645,6.690483,-19.0,Rheinisches-Revier,
50.818668,6.691617,-19.3,Rheinisches-Revier,
50.818690,6.692752,-18.7,Rheinisches-Revier,
50.818713,6.693887,-18.3,Rheinisches-Revier,
50.818735,6.695022,-18.2,Rheinisches-Revier,
50.818758,6.696156,-18.2,Rheinisches-Revier,
50.818780,6.697291,-17.9,Rheinisches-Revier,
50.818802,6.698426,-17.6,Rheinisches-Revier,
50.818825,6.699561,-17.8,Rheinisches-Revier,
50.818847,6.700695,-17.9,Rheinisches-Revier,
50.818870,6.701830,-17.8,Rheinisches-Revier,
50.818892,6.702965,-17.1,Rheinisches-Revier,
50.820083,6.764244,-13.9,Rheinisches-Revier,
50.820105,6.765379,-12.9,Rheinisches-Revier,
50.820126,6.766514,-11.1,Rheinisches-Revier,
50.820148,6.767649,-11.6,Rheinisches-Revier,
50.820408,6.781267,-7.7,Rheinisches-Revier,
50.820838,6.803965,-8.2,Rheinisches-Revier,
50.820859,6.805100,-8.1,Rheinisches-Revier,
50.820880,6.806234,-7.5,Rheinisches-Revier,
50.820902,6.807369,-7.1,Rheinisches-Revier,
50.820923,6.808504,-5.1,Rheinisches-Revier,
50.820944,6.809639,-4.4,Rheinisches-Revier,
50.820966,6.810774,-3.7,Rheinisches-Revier,
50.820987,6.811909,-3.5,Rheinisches-Revier,
50.811400,6.318326,-6.6,Rheinisches-Revier,
50.814128,6.439700,-4.5,Rheinisches-Revier,
50.814153,6.440835,-4.7,Rheinisches-Revier,
50.814178,6.441969,-4.6,Rheinisches-Revier,
50.814203,6.443103,-4.5,Rheinisches-Revier,
50.814228,6.444238,-4.6,Rheinisches-Revier,
50.814253,6.445372,-4.5,Rheinisches-Revier,
50.814278,6.446507,-4.1,Rheinisches-Revier,
50.814303,6.447641,-4.8,Rheinisches-Revier,
50.814327,6.448776,-4.7,Rheinisches-Revier,
50.814352,6.449910,-5.6,Rheinisches-Revier,
50.814377,6.451045,-5.1,Rheinisches-Revier,
50.814402,6.452179,-5.1,Rheinisches-Revier,
50.814427,6.453313,-4.5,Rheinisches-Revier,
50.814451,6.454448,-4.1,Rheinisches-Revier,
50.814476,6.455582,-4.0,Rheinisches-Revier,
50.814624,6.462389,-4.6,Rheinisches-Revier,
50.814649,6.463524,-4.7,Rheinisches-Revier,
50.814674,6.464658,-5.2,Rheinisches-Revier,
50.814698,6.465792,-5.6,Rheinisches-Revier,
50.814723,6.466927,-6.1,Rheinisches-Revier,
50.814748,6.468061,-6.4,Rheinisches-Revier,
50.814772,6.469196,-7.0,Rheinisches-Revier,
50.814797,6.470330,-7.8,Rheinisches-Revier,
50.814822,6.471465,-8.3,Rheinisches-Revier,
50.814846,6.472599,-8.7,Rheinisches-Revier,
50.814871,6.473734,-8.7,Rheinisches-Revier,
50.814895,6.474868,-9.3,Rheinisches-Revier,
50.814920,6.476003,-9.9,Rheinisches-Revier,
50.814944,6.477137,-10.7,Rheinisches-Revier,
50.814969,6.478272,-10.8,Rheinisches-Revier,
50.814994,6.479406,-11.1,Rheinisches-Revier,
50.815018,6.480541,-10.8,Rheinisches-Revier,
50.815043,6.481675,-9.9,Rheinisches-Revier,
50.815067,6.482810,-10.6,Rheinisches-Revier,
50.815092,6.483944,-10.9,Rheinisches-Revier,
50.815116,6.485079,-11.0,Rheinisches-Revier,
50.815140,6.486213,-10.8,Rheinisches-Revier,
50.815165,6.487348,-9.9,Rheinisches-Revier,
50.815189,6.488482,-9.8,Rheinisches-Revier,
50.815214,6.489617,-9.7,Rheinisches-Revier,
50.815238,6.490751,-9.6,Rheinisches-Revier,
50.815263,6.491886,-9.2,Rheinisches-Revier,
50.815287,6.493020,-9.2,Rheinisches-Revier,
50.815311,6.494155,-9.0,Rheinisches-Revier,
50.815336,6.495289,-8.6,Rheinisches-Revier,
50.815360,6.496424,-8.4,Rheinisches-Revier,
50.815384,6.497558,-8.7,Rheinisches-Revier,
50.815409,6.498693,-8.9,Rheinisches-Revier,
50.815530,6.504365,-7.0,Rheinisches-Revier,
50.815555,6.505500,-7.1,Rheinisches-Revier,
50.815579,6.506634,-7.4,Rheinisches-Revier,
50.815603,6.507769,-7.5,Rheinisches-Revier,
50.815627,6.508903,-8.6,Rheinisches-Revier,
50.815652,6.510038,-7.8,Rheinisches-Revier,
50.815676,6.511172,-7.8,Rheinisches-Revier,
50.815700,6.512307,-7.7,Rheinisches-Revier,
50.815724,6.513441,-7.8,Rheinisches-Revier,
50.815893,6.521383,-6.0,Rheinisches-Revier,
50.815917,6.522518,-6.0,Rheinisches-Revier,
50.815942,6.523652,-7.3,Rheinisches-Revier,
50.816302,6.540671,-6.6,Rheinisches-Revier,
50.816326,6.541805,-6.4,Rheinisches-Revier,
50.816350,6.542940,-6.1,Rheinisches-Revier,
50.816373,6.544074,-6.0,Rheinisches-Revier,
50.816397,6.545209,-6.6,Rheinisches-Revier,
50.816421,6.546344,-7.3,Rheinisches-Revier,
50.816445,6.547478,-7.3,Rheinisches-Revier,
50.816469,6.548613,-8.4,Rheinisches-Revier,
50.817015,6.574708,-12.1,Rheinisches-Revier,
50.817038,6.575843,-12.2,Rheinisches-Revier,
50.817062,6.576978,-11.3,Rheinisches-Revier,
50.817085,6.578112,-11.0,Rheinisches-Revier,
50.817344,6.590593,-12.9,Rheinisches-Revier,
50.819387,6.691582,-19.8,Rheinisches-Revier,
50.819409,6.692717,-19.5,Rheinisches-Revier,
50.819432,6.693851,-18.6,Rheinisches-Revier,
50.819454,6.694986,-18.8,Rheinisches-Revier,
50.819476,6.696121,-18.1,Rheinisches-Revier,
50.819499,6.697256,-18.2,Rheinisches-Revier,
50.819521,6.698390,-17.6,Rheinisches-Revier,
50.819945,6.719951,-18.9,Rheinisches-Revier,
50.820736,6.760805,-12.8,Rheinisches-Revier,
50.820758,6.761940,-12.7,Rheinisches-Revier,
50.820780,6.763075,-12.6,Rheinisches-Revier,
50.820802,6.764210,-12.4,Rheinisches-Revier,
50.820823,6.765345,-12.0,Rheinisches-Revier,
50.820845,6.766480,-11.8,Rheinisches-Revier,
50.820867,6.767615,-11.4,Rheinisches-Revier,
50.820889,6.768749,-11.2,Rheinisches-Revier,
50.821105,6.780098,-7.7,Rheinisches-Revier,
50.821492,6.800526,-8.3,Rheinisches-Revier,
50.821514,6.801661,-9.0,Rheinisches-Revier,
50.821535,6.802796,-8.7,Rheinisches-Revier,
50.821556,6.803931,-8.7,Rheinisches-Revier,
50.821578,6.805066,-8.1,Rheinisches-Revier,
50.821599,6.806201,-7.4,Rheinisches-Revier,
50.821620,6.807336,-6.8,Rheinisches-Revier,
50.821642,6.808471,-4.9,Rheinisches-Revier,
50.821663,6.809605,-4.2,Rheinisches-Revier,
50.821684,6.810740,-3.4,Rheinisches-Revier,
50.821706,6.811875,-3.7,Rheinisches-Revier,
50.814372,6.418107,-8.5,Rheinisches-Revier,
50.814397,6.419241,-8.6,Rheinisches-Revier,
50.814747,6.435123,-5.5,Rheinisches-Revier,
50.814772,6.436258,-5.2,Rheinisches-Revier,
50.814797,6.437392,-5.3,Rheinisches-Revier,
50.814822,6.438526,-5.1,Rheinisches-Revier,
50.814847,6.439661,-5.0,Rheinisches-Revier,
50.814872,6.440795,-5.0,Rheinisches-Revier,
50.814897,6.441930,-4.9,Rheinisches-Revier,
50.814922,6.443064,-4.9,Rheinisches-Revier,
50.814947,6.444199,-4.7,Rheinisches-Revier,
50.814972,6.445333,-5.0,Rheinisches-Revier,
50.814996,6.446468,-5.0,Rheinisches-Revier,
50.815021,6.447602,-5.0,Rheinisches-Revier,
50.815046,6.448736,-5.2,Rheinisches-Revier,
50.815071,6.449871,-5.3,Rheinisches-Revier,
50.815096,6.451005,-5.2,Rheinisches-Revier,
50.815120,6.452140,-4.6,Rheinisches-Revier,
50.815145,6.453274,-3.3,Rheinisches-Revier,
50.815170,6.454409,-3.1,Rheinisches-Revier,
50.815244,6.457812,-3.2,Rheinisches-Revier,
50.815343,6.462350,-3.5,Rheinisches-Revier,
50.815368,6.463485,-4.0,Rheinisches-Revier,
50.815392,6.464619,-4.6,Rheinisches-Revier,
50.815417,6.465754,-5.0,Rheinisches-Revier,
50.815442,6.466888,-5.9,Rheinisches-Revier,
50.815466,6.468023,-6.3,Rheinisches-Revier,
50.815491,6.469157,-7.2,Rheinisches-Revier,
50.815516,6.470292,-8.0,Rheinisches-Revier,
50.815540,6.471426,-8.9,Rheinisches-Revier,
50.815565,6.472560,-9.1,Rheinisches-Revier,
50.815589,6.473695,-9.5,Rheinisches-Revier,
50.815614,6.474829,-9.9,Rheinisches-Revier,
50.815639,6.475964,-10.3,Rheinisches-Revier,
50.815663,6.477098,-10.5,Rheinisches-Revier,
50.815688,6.478233,-11.0,Rheinisches-Revier,
50.815712,6.479367,-11.0,Rheinisches-Revier,
50.815737,6.480502,-10.7,Rheinisches-Revier,
50.815761,6.481636,-11.1,Rheinisches-Revier,
50.815786,6.482771,-10.8,Rheinisches-Revier,
50.815810,6.483906,-11.2,Rheinisches-Revier,
50.815835,6.485040,-11.3,Rheinisches-Revier,
50.815859,6.486175,-10.8,Rheinisches-Revier,
50.815884,6.487309,-10.5,Rheinisches-Revier,
50.815908,6.488444,-10.0,Rheinisches-Revier,
50.815933,6.489578,-10.0,Rheinisches-Revier,
50.815957,6.490713,-10.2,Rheinisches-Revier,
50.815981,6.491847,-9.4,Rheinisches-Revier,
50.816006,6.492982,-9.5,Rheinisches-Revier,
50.816030,6.494116,-9.2,Rheinisches-Revier,
50.816055,6.495251,-8.7,Rheinisches-Revier,
50.816079,6.496385,-8.4,Rheinisches-Revier,
50.816103,6.497520,-8.2,Rheinisches-Revier,
50.816201,6.502058,-7.0,Rheinisches-Revier,
50.816225,6.503192,-7.1,Rheinisches-Revier,
50.816249,6.504327,-7.2,Rheinisches-Revier,
50.816273,6.505461,-7.4,Rheinisches-Revier,
50.816298,6.506596,-7.2,Rheinisches-Revier,
50.816322,6.507731,-7.6,Rheinisches-Revier,
50.816346,6.508865,-7.3,Rheinisches-Revier,
50.816370,6.510000,-7.8,Rheinisches-Revier,
50.816395,6.511134,-9.8,Rheinisches-Revier,
50.816419,6.512269,-7.4,Rheinisches-Revier,
50.816612,6.521345,-6.4,Rheinisches-Revier,
50.816636,6.522480,-6.3,Rheinisches-Revier,
50.816660,6.523614,-5.4,Rheinisches-Revier,
50.817020,6.540633,-6.3,Rheinisches-Revier,
50.817044,6.541767,-6.2,Rheinisches-Revier,
50.817068,6.542902,-5.8,Rheinisches-Revier,
50.817092,6.544037,-4.8,Rheinisches-Revier,
50.817116,6.545171,-6.2,Rheinisches-Revier,
50.817140,6.546306,-7.1,Rheinisches-Revier,
50.817164,6.547440,-7.5,Rheinisches-Revier,
50.817188,6.548575,-9.3,Rheinisches-Revier,
50.818367,6.605307,-18.1,Rheinisches-Revier,
50.818390,6.606442,-18.7,Rheinisches-Revier,
50.818413,6.607576,-20.6,Rheinisches-Revier,
50.818460,6.609846,-17.2,Rheinisches-Revier,
50.820664,6.719916,-19.1,Rheinisches-Revier,
50.820686,6.721051,-18.9,Rheinisches-Revier,
50.821433,6.759636,-13.2,Rheinisches-Revier,
50.821455,6.760771,-12.8,Rheinisches-Revier,
50.821477,6.761906,-12.4,Rheinisches-Revier,
50.821499,6.763041,-12.4,Rheinisches-Revier,
50.821521,6.764176,-12.0,Rheinisches-Revier,
50.821542,6.765310,-11.8,Rheinisches-Revier,
50.821564,6.766445,-11.5,Rheinisches-Revier,
50.821586,6.767580,-10.9,Rheinisches-Revier,
50.821608,6.768715,-11.2,Rheinisches-Revier,
50.821629,6.769850,-10.5,Rheinisches-Revier,
50.821802,6.778929,-7.4,Rheinisches-Revier,
50.821824,6.780064,-7.4,Rheinisches-Revier,
50.821910,6.784604,-9.5,Rheinisches-Revier,
50.822211,6.800492,-8.7,Rheinisches-Revier,
50.822233,6.801627,-9.0,Rheinisches-Revier,
50.822254,6.802762,-8.9,Rheinisches-Revier,
50.822275,6.803897,-8.4,Rheinisches-Revier,
50.822297,6.805032,-8.0,Rheinisches-Revier,
50.822318,6.806167,-7.3,Rheinisches-Revier,
50.822339,6.807302,-5.8,Rheinisches-Revier,
50.822361,6.808437,-5.0,Rheinisches-Revier,
50.822382,6.809572,-4.1,Rheinisches-Revier,
50.822403,6.810707,-3.4,Rheinisches-Revier,
50.822425,6.811842,-3.3,Rheinisches-Revier,
50.815116,6.419201,-7.6,Rheinisches-Revier,
50.815491,6.436218,-5.9,Rheinisches-Revier,
50.815516,6.437353,-5.7,Rheinisches-Revier,
50.815541,6.438487,-5.4,Rheinisches-Revier,
50.815566,6.439622,-5.4,Rheinisches-Revier,
50.815591,6.440756,-5.2,Rheinisches-Revier,
50.815616,6.441890,-5.6,Rheinisches-Revier,
50.815641,6.443025,-5.5,Rheinisches-Revier,
50.815665,6.444159,-5.3,Rheinisches-Revier,
50.815690,6.445294,-5.3,Rheinisches-Revier,
50.815715,6.446428,-5.2,Rheinisches-Revier,
50.815740,6.447563,-5.8,Rheinisches-Revier,
50.815765,6.448697,-5.5,Rheinisches-Revier,
50.815790,6.449832,-5.3,Rheinisches-Revier,
50.815814,6.450966,-5.1,Rheinisches-Revier,
50.815839,6.452101,-3.1,Rheinisches-Revier,
50.816087,6.463446,-3.3,Rheinisches-Revier,
50.816111,6.464580,-3.9,Rheinisches-Revier,
50.816136,6.465715,-4.7,Rheinisches-Revier,
50.816161,6.466849,-5.8,Rheinisches-Revier,
50.816185,6.467984,-6.6,Rheinisches-Revier,
50.816210,6.469118,-7.3,Rheinisches-Revier,
50.816234,6.470253,-8.2,Rheinisches-Revier,
50.816259,6.471387,-9.1,Rheinisches-Revier,
50.816284,6.472522,-9.7,Rheinisches-Revier,
50.816308,6.473656,-9.9,Rheinisches-Revier,
50.816333,6.474791,-10.5,Rheinisches-Revier,
50.816357,6.475925,-10.7,Rheinisches-Revier,
50.816382,6.477060,-10.7,Rheinisches-Revier,
50.816406,6.478194,-11.5,Rheinisches-Revier,
50.816431,6.479329,-10.9,Rheinisches-Revier,
50.816455,6.480463,-10.0,Rheinisches-Revier,
50.816480,6.481598,-10.6,Rheinisches-Revier,
50.816504,6.482732,-11.0,Rheinisches-Revier,
50.816529,6.483867,-11.2,Rheinisches-Revier,
50.816553,6.485001,-11.3,Rheinisches-Revier,
50.816578,6.486136,-11.2,Rheinisches-Revier,
50.816602,6.487270,-11.3,Rheinisches-Revier,
50.816627,6.488405,-10.2,Rheinisches-Revier,
50.816651,6.489540,-10.2,Rheinisches-Revier,
50.816676,6.490674,-9.8,Rheinisches-Revier,
50.816700,6.491809,-8.9,Rheinisches-Revier,
50.816724,6.492943,-9.6,Rheinisches-Revier,
50.816749,6.494078,-9.0,Rheinisches-Revier,
50.816773,6.495212,-9.0,Rheinisches-Revier,
50.816798,6.496347,-8.5,Rheinisches-Revier,
50.816822,6.497481,-8.3,Rheinisches-Revier,
50.816871,6.499750,-7.4,Rheinisches-Revier,
50.816895,6.500885,-7.5,Rheinisches-Revier,
50.816919,6.502019,-7.2,Rheinisches-Revier,
50.816944,6.503154,-7.1,Rheinisches-Revier,
50.816968,6.504289,-7.3,Rheinisches-Revier,
50.816992,6.505423,-7.9,Rheinisches-Revier,
50.817016,6.506558,-9.8,Rheinisches-Revier,
50.817041,6.507692,-6.4,Rheinisches-Revier,
50.817065,6.508827,-7.6,Rheinisches-Revier,
50.817089,6.509961,-8.9,Rheinisches-Revier,
50.817113,6.511096,-7.5,Rheinisches-Revier,
50.817331,6.521307,-6.4,Rheinisches-Revier,
50.817355,6.522442,-6.3,Rheinisches-Revier,
50.817475,6.528115,-6.3,Rheinisches-Revier,
50.817739,6.540595,-6.7,Rheinisches-Revier,
50.817763,6.541730,-5.9,Rheinisches-Revier,
50.817787,6.542864,-5.3,Rheinisches-Revier,
50.817811,6.543999,-5.8,Rheinisches-Revier,
50.817835,6.545134,-6.2,Rheinisches-Revier,
50.817859,6.546268,-7.6,Rheinisches-Revier,
50.817883,6.547403,-7.5,Rheinisches-Revier,
50.818523,6.578038,-10.8,Rheinisches-Revier,
50.818688,6.585981,-14.4,Rheinisches-Revier,
50.818711,6.587115,-14.1,Rheinisches-Revier,
50.819039,6.603001,-18.1,Rheinisches-Revier,
50.819062,6.604135,-18.3,Rheinisches-Revier,
50.819085,6.605270,-18.6,Rheinisches-Revier,
50.819109,6.606405,-18.0,Rheinisches-Revier,
50.819132,6.607539,-17.7,Rheinisches-Revier,
50.819155,6.608674,-17.3,Rheinisches-Revier,
50.819178,6.609809,-16.3,Rheinisches-Revier,
50.819202,6.610944,-16.3,Rheinisches-Revier,
50.821048,6.702859,-15.8,Rheinisches-Revier,
50.821071,6.703994,-16.3,Rheinisches-Revier,
50.821405,6.721016,-18.8,Rheinisches-Revier,
50.821427,6.722151,-19.1,Rheinisches-Revier,
50.821449,6.723286,-18.9,Rheinisches-Revier,
50.821736,6.738039,-17.6,Rheinisches-Revier,
50.822152,6.759602,-12.7,Rheinisches-Revier,
50.822174,6.760737,-12.6,Rheinisches-Revier,
50.822196,6.761871,-12.3,Rheinisches-Revier,
50.822218,6.763006,-12.3,Rheinisches-Revier,
50.822239,6.764141,-12.0,Rheinisches-Revier,
50.822261,6.765276,-11.6,Rheinisches-Revier,
50.822283,6.766411,-11.4,Rheinisches-Revier,
50.822305,6.767546,-10.9,Rheinisches-Revier,
50.822326,6.768681,-10.8,Rheinisches-Revier,
50.822348,6.769816,-10.3,Rheinisches-Revier,
50.822370,6.770951,-10.3,Rheinisches-Revier,
50.822391,6.772086,-9.9,Rheinisches-Revier,
50.822500,6.777760,-7.5,Rheinisches-Revier,
50.822521,6.778895,-7.5,Rheinisches-Revier,
50.822651,6.785705,-7.1,Rheinisches-Revier,
50.822930,6.800459,-8.9,Rheinisches-Revier,
50.822951,6.801594,-8.6,Rheinisches-Revier,
50.822973,6.802728,-8.6,Rheinisches-Revier,
50.822994,6.803863,-8.5,Rheinisches-Revier,
50.823016,6.804998,-7.7,Rheinisches-Revier,
50.823037,6.806133,-6.8,Rheinisches-Revier,
50.823058,6.807268,-5.9,Rheinisches-Revier,
50.823080,6.808403,-4.5,Rheinisches-Revier,
50.823101,6.809538,-3.8,Rheinisches-Revier,
50.823122,6.810673,-3.4,Rheinisches-Revier,
50.823144,6.811808,-3.2,Rheinisches-Revier,
50.815935,6.423700,-8.0,Rheinisches-Revier,
50.816210,6.436179,-6.5,Rheinisches-Revier,
50.816235,6.437313,-6.2,Rheinisches-Revier,
50.816260,6.438448,-6.2,Rheinisches-Revier,
50.816285,6.439582,-5.6,Rheinisches-Revier,
50.816309,6.440717,-5.6,Rheinisches-Revier,
50.816334,6.441851,-5.9,Rheinisches-Revier,
50.816359,6.442986,-6.0,Rheinisches-Revier,
50.816384,6.444120,-5.7,Rheinisches-Revier,
50.816409,6.445255,-5.8,Rheinisches-Revier,
50.816434,6.446389,-6.3,Rheinisches-Revier,
50.816459,6.447524,-5.7,Rheinisches-Revier,
50.816483,6.448658,-5.3,Rheinisches-Revier,
50.816508,6.449793,-4.8,Rheinisches-Revier,
50.816533,6.450927,-4.7,Rheinisches-Revier,
50.816805,6.463407,-3.1,Rheinisches-Revier,
50.816830,6.464541,-3.9,Rheinisches-Revier,
50.816855,6.465676,-4.1,Rheinisches-Revier,
50.816879,6.466810,-5.5,Rheinisches-Revier,
50.816904,6.467945,-6.5,Rheinisches-Revier,
50.816929,6.469079,-7.3,Rheinisches-Revier,
50.816953,6.470214,-8.3,Rheinisches-Revier,
50.816978,6.471348,-9.4,Rheinisches-Revier,
50.817002,6.472483,-10.1,Rheinisches-Revier,
50.817027,6.473617,-10.7,Rheinisches-Revier,
50.817052,6.474752,-10.7,Rheinisches-Revier,
50.817076,6.475886,-10.3,Rheinisches-Revier,
50.817101,6.477021,-10.3,Rheinisches-Revier,
50.817125,6.478156,-12.5,Rheinisches-Revier,
50.817150,6.479290,-10.4,Rheinisches-Revier,
50.817174,6.480425,-10.5,Rheinisches-Revier,
50.817199,6.481559,-10.8,Rheinisches-Revier,
50.817223,6.482694,-11.4,Rheinisches-Revier,
50.817248,6.483828,-11.5,Rheinisches-Revier,
50.817272,6.484963,-11.6,Rheinisches-Revier,
50.817297,6.486097,-11.6,Rheinisches-Revier,
50.817346,6.488366,-10.9,Rheinisches-Revier,
50.817370,6.489501,-10.8,Rheinisches-Revier,
50.817394,6.490636,-9.3,Rheinisches-Revier,
50.817419,6.491770,-9.7,Rheinisches-Revier,
50.817443,6.492905,-9.2,Rheinisches-Revier,
50.817468,6.494039,-10.9,Rheinisches-Revier,
50.817492,6.495174,-8.5,Rheinisches-Revier,
50.817516,6.496308,-8.2,Rheinisches-Revier,
50.817541,6.497443,-8.1,Rheinisches-Revier,
50.817565,6.498577,-8.3,Rheinisches-Revier,
50.817589,6.499712,-7.7,Rheinisches-Revier,
50.817614,6.500847,-7.5,Rheinisches-Revier,
50.817638,6.501981,-7.5,Rheinisches-Revier,
50.817662,6.503116,-8.0,Rheinisches-Revier,
50.817687,6.504250,-7.8,Rheinisches-Revier,
50.817711,6.505385,-8.8,Rheinisches-Revier,
50.817784,6.508789,-8.5,Rheinisches-Revier,
50.817808,6.509923,-7.9,Rheinisches-Revier,
50.817905,6.514461,-6.8,Rheinisches-Revier,
50.818001,6.519000,-6.5,Rheinisches-Revier,
50.818050,6.521269,-5.9,Rheinisches-Revier,
50.818458,6.540557,-5.3,Rheinisches-Revier,
50.818482,6.541692,-5.3,Rheinisches-Revier,
50.818506,6.542827,-5.1,Rheinisches-Revier,
50.818530,6.543961,-5.5,Rheinisches-Revier,
50.818554,6.545096,-6.3,Rheinisches-Revier,
50.818578,6.546230,-7.0,Rheinisches-Revier,
50.818601,6.547365,-7.5,Rheinisches-Revier,
50.819242,6.578001,-12.6,Rheinisches-Revier,
